room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,instant_bookable,review_scores_rating,bedrooms,beds,log_price,,,
Entire home/apt,1,1,strict,1,f,95,1,1,5.991464547,,,
Shared room,1,1,moderate,0,f,92,1,1,3.555348061,,,
Entire home/apt,2,1,strict,1,f,92,1,1,5.272999559,,,
Entire home/apt,4,2,strict,0,f,89,2,2,5.966146739,,,
Private room,1,1,flexible,0,f,92,1,1,3.610917913,,,
Private room,2,1,flexible,1,f,87,1,1,4.682131227,,,
Entire home/apt,6,1,strict,1,f,78,2,2,5.517452896,,,
Entire home/apt,3,2,strict,1,f,90,1,2,5.393627546,,,
Entire home/apt,2,1,moderate,1,t,100,0,2,5.298317367,,,
Entire home/apt,2,1,moderate,1,f,87,1,1,5.187385806,,,
Entire home/apt,8,2,strict,1,t,91,4,4,4.59511985,,,
Private room,1,1.5,flexible,1,t,80,1,1,4.382026635,,,
Entire home/apt,6,1,strict,1,f,97,2,2,5.517452896,,,
Private room,4,0,flexible,0,f,92,1,1,3.688879454,,,
Entire home/apt,4,1,moderate,1,t,98,0,1,5.347107531,,,
Entire home/apt,1,1,flexible,0,f,92,0,1,3.891820298,,,
Private room,3,2.5,flexible,0,t,96,1,3,3.610917913,,,
Private room,2,1,flexible,0,t,80,0,1,4.859812404,,,
Entire home/apt,4,1,strict,1,t,86,1,1,5.241747015,,,
Private room,2,1,flexible,1,f,87,1,1,4.248495242,,,
Private room,2,1.5,flexible,0,f,99,1,1,4.744932128,,,
Entire home/apt,2,1,strict,1,t,97,0,1,5.003946306,,,
Entire home/apt,2,1,strict,1,f,90,1,2,4.442651256,,,
Entire home/apt,2,1,moderate,1,f,98,0,2,4.709530201,,,
Entire home/apt,5,1,flexible,1,t,96,2,2,5.686975356,,,
Private room,1,1,moderate,1,t,89,1,1,4.59511985,,,
Entire home/apt,8,1.5,flexible,0,t,96,3,3,6.142037406,,,
Entire home/apt,5,1,flexible,1,f,96,2,2,4.691347882,,,
Entire home/apt,10,7.5,strict,1,f,100,5,5,7.313220387,,,
Entire home/apt,4,1,flexible,1,f,95,0,1,5.159055299,,,
Private room,2,1,moderate,0,f,100,1,2,5.38907173,,,
Entire home/apt,6,1,flexible,0,f,97,1,3,4.605170186,,,
Entire home/apt,5,1,flexible,1,f,97,1,4,5.703782475,,,
Private room,2,2,strict,1,t,98,1,2,4.248495242,,,
Entire home/apt,3,1,strict,1,f,100,1,1,5.796057751,,,
Entire home/apt,2,1,moderate,1,t,93,0,1,4.248495242,,,
Entire home/apt,3,1,strict,1,f,100,0,2,5.043425117,,,
Entire home/apt,4,1,flexible,0,t,96,1,2,7.090076836,,,
Private room,2,1,strict,1,t,77,1,1,3.663561646,,,
Entire home/apt,12,3.5,strict,1,f,92,4,6,5.926926026,,,
Private room,2,1,flexible,1,f,96,1,1,5.501258211,,,
Private room,2,1,strict,1,f,93,1,1,4.49980967,,,
Private room,2,1,moderate,1,t,96,1,1,4.077537444,,,
Private room,3,1,strict,1,t,95,1,1,3.951243719,,,
Entire home/apt,6,2.5,strict,1,f,98,3,4,5.529429088,,,
Private room,2,2,strict,1,t,98,1,1,4.317488114,,,
Entire home/apt,4,1.5,strict,1,f,96,2,2,5.192956851,,,
Entire home/apt,4,1,strict,1,f,86,1,2,4.86753445,,,
Entire home/apt,3,1,strict,1,f,98,2,2,5.416100402,,,
Private room,2,2,flexible,0,f,100,1,1,4.553876892,,,
Entire home/apt,5,1,flexible,1,t,96,2,4,4.605170186,,,
Entire home/apt,5,2,moderate,1,f,95,2,2,5.521460918,,,
Entire home/apt,3,1,flexible,1,f,96,1,1,4.356708827,,,
Shared room,1,1,strict,0,f,96,1,1,3.258096538,,,
Entire home/apt,2,1,flexible,1,f,96,1,1,4.718498871,,,
Entire home/apt,3,1,moderate,0,f,94,1,2,5.010635294,,,
Entire home/apt,4,1,moderate,1,f,97,1,1,5.062595033,,,
Entire home/apt,13,4,strict,1,f,99,4,7,6.610696045,,,
Entire home/apt,5,2,strict,1,f,95,2,3,5.888877958,,,
Entire home/apt,3,1,strict,1,f,100,1,2,5.616771098,,,
Entire home/apt,12,4,strict,1,f,100,4,9,6.684611728,,,
Entire home/apt,6,2,strict,1,t,93,2,2,5.476463552,,,
Entire home/apt,4,1,strict,1,t,90,1,2,4.859812404,,,
Entire home/apt,4,1.5,moderate,1,f,96,2,3,5.683579767,,,
Shared room,2,2,strict,1,f,94,1,1,3.401197382,,,
Entire home/apt,4,1,strict,1,f,100,0,2,5.003946306,,,
Entire home/apt,2,1,strict,1,f,98,1,1,5.247024072,,,
Entire home/apt,4,1,moderate,1,f,99,1,2,5.192956851,,,
Entire home/apt,6,1,strict,1,f,88,2,3,5.700443573,,,
Entire home/apt,4,1,flexible,1,f,96,1,1,4.442651256,,,
Private room,2,1,moderate,1,t,88,1,1,4.605170186,,,
Entire home/apt,2,1,strict,1,f,100,0,1,5.501258211,,,
Private room,2,1,strict,1,t,80,1,1,4.248495242,,,
Entire home/apt,3,2,flexible,1,f,100,2,2,5.010635294,,,
Entire home/apt,4,1,moderate,1,f,86,1,2,4.143134726,,,
Entire home/apt,2,1,moderate,0,t,93,1,1,5.298317367,,,
Entire home/apt,4,1,moderate,1,f,97,1,2,5.010635294,,,
Entire home/apt,2,1,moderate,1,t,92,1,1,5.129898715,,,
Entire home/apt,3,1,moderate,1,f,100,0,1,5.220355825,,,
Entire home/apt,4,1,flexible,1,f,89,1,2,4.454347296,,,
Entire home/apt,2,1,strict,0,f,95,1,2,4.744932128,,,
Entire home/apt,4,1,moderate,1,t,100,1,1,4.844187086,,,
Entire home/apt,3,1,strict,1,f,93,1,1,4.86753445,,,
Entire home/apt,1,1,flexible,0,f,96,1,1,5.164785974,,,
Private room,1,0,strict,1,t,86,1,1,4.094344562,,,
Private room,3,1,strict,1,t,98,1,2,4.234106505,,,
Entire home/apt,2,1,moderate,1,f,89,1,1,4.787491743,,,
Private room,1,1,flexible,0,t,96,1,1,4.86753445,,,
Entire home/apt,8,1,strict,1,f,92,3,5,4.317488114,,,
Private room,1,1,moderate,0,f,93,1,1,3.688879454,,,
Entire home/apt,7,1,strict,1,t,98,3,3,5.087596335,,,
Entire home/apt,4,1,flexible,1,f,97,1,1,4.564348191,,,
Entire home/apt,6,2.5,strict,1,f,100,3,3,5.857933154,,,
Private room,1,1,strict,0,f,96,1,1,4.718498871,,,
Entire home/apt,4,1,moderate,1,t,96,1,1,4.442651256,,,
Private room,4,1,strict,1,f,98,1,2,4.248495242,,,
Entire home/apt,2,1,moderate,1,f,96,0,1,5.393627546,,,
Entire home/apt,2,1,moderate,1,f,98,0,1,4.828313737,,,
Entire home/apt,2,1,strict,0,f,96,1,1,4.65396035,,,
Private room,4,1,strict,0,f,80,1,2,5.703782475,,,
Entire home/apt,4,1,strict,1,f,100,1,2,5.988961417,,,
Entire home/apt,4,1,strict,1,f,96,2,2,5.703782475,,,
Entire home/apt,7,2,strict,1,f,73,3,4,5.135798437,,,
Private room,2,1,moderate,0,f,94,1,1,4.077537444,,,
Entire home/apt,6,2,strict,1,f,96,3,3,6.476972363,,,
Entire home/apt,2,1,strict,1,f,92,0,1,4.9698133,,,
Private room,1,1,strict,0,f,100,3,1,3.80666249,,,
Entire home/apt,4,1,moderate,1,f,94,2,2,5.010635294,,,
Private room,1,2.5,moderate,1,f,80,1,1,4.382026635,,,
Entire home/apt,4,1,strict,1,t,94,1,2,4.744932128,,,
Private room,2,1,moderate,0,f,96,1,1,4.744932128,,,
Private room,1,1,strict,0,t,97,1,1,4.430816799,,,
Entire home/apt,8,2,strict,1,t,96,4,4,5.843544417,,,
Private room,3,1,moderate,1,t,95,1,2,4.356708827,,,
Private room,4,1,moderate,1,f,95,1,1,5.298317367,,,
Private room,1,1,moderate,1,f,94,1,1,4.442651256,,,
Private room,2,1,strict,1,t,87,1,1,4.553876892,,,
Entire home/apt,4,2,moderate,1,f,98,2,2,5.638354669,,,
Private room,1,1,moderate,1,f,98,1,1,3.871201011,,,
Entire home/apt,3,1,strict,1,f,96,1,2,4.86753445,,,
Shared room,2,1,flexible,0,f,90,1,2,3.891820298,,,
Entire home/apt,4,1,flexible,0,f,100,2,3,5.010635294,,,
Entire home/apt,4,1,strict,1,f,87,1,2,4.86753445,,,
Entire home/apt,6,2,strict,1,f,93,2,3,5.521460918,,,
Entire home/apt,5,1,moderate,1,t,91,2,2,5.043425117,,,
Entire home/apt,3,1,moderate,1,t,96,1,2,4.59511985,,,
Entire home/apt,3,1,moderate,1,t,99,1,2,4.86753445,,,
Entire home/apt,6,1,strict,1,f,100,2,5,5.978885765,,,
Entire home/apt,4,2,flexible,1,f,97,2,2,5.298317367,,,
Private room,2,1.5,strict,1,t,96,1,1,4.442651256,,,
Private room,3,1,strict,1,t,90,1,2,3.80666249,,,
Private room,3,1.5,moderate,1,f,98,1,1,4.382026635,,,
Private room,2,1.5,strict,1,t,83,1,1,3.988984047,,,
Entire home/apt,7,2,moderate,1,t,98,3,5,5.272999559,,,
Entire home/apt,2,1,strict,1,t,95,1,1,4.828313737,,,
Entire home/apt,4,1,strict,1,t,98,1,3,4.553876892,,,
Shared room,1,1,flexible,1,f,100,1,1,4.143134726,,,
Entire home/apt,2,1,moderate,1,f,94,1,1,5.164785974,,,
Private room,2,1,moderate,1,f,98,1,1,3.988984047,,,
Entire home/apt,16,1,strict,1,f,100,0,1,6.684611728,,,
Entire home/apt,3,1,moderate,1,f,96,1,1,4.59511985,,,
Private room,8,2,moderate,0,t,100,1,8,5.703782475,,,
Entire home/apt,16,2,strict,0,t,100,2,2,6.907755279,,,
Entire home/apt,2,1,strict,1,f,95,1,1,5.272999559,,,
Entire home/apt,4,1,strict,1,f,90,1,2,5.010635294,,,
Private room,2,1,flexible,1,t,100,4,1,3.688879454,,,
Private room,2,1,flexible,0,f,80,1,1,4.787491743,,,
Entire home/apt,2,1,moderate,0,f,86,0,1,4.49980967,,,
Entire home/apt,3,1,flexible,1,f,88,0,1,4.59511985,,,
Entire home/apt,2,1,strict,1,f,92,2,2,4.86753445,,,
Private room,2,2,flexible,1,f,100,1,1,4.043051268,,,
Private room,2,2,flexible,1,f,100,1,1,4.094344562,,,
Private room,2,1,flexible,0,f,97,0,1,4.442651256,,,
Private room,3,1,moderate,1,f,96,1,1,4.553876892,,,
Private room,1,1,strict,1,f,94,1,1,4.007333185,,,
Private room,4,3,strict,1,t,70,1,3,3.850147602,,,
Entire home/apt,7,1,strict,1,t,95,2,2,5.159055299,,,
Entire home/apt,6,1.5,strict,1,f,100,2,3,6.163314804,,,
Entire home/apt,7,2,strict,1,f,93,3,3,5.204006687,,,
Entire home/apt,12,3.5,moderate,1,f,99,4,6,6.309918278,,,
Private room,1,1,moderate,1,f,98,1,1,4.369447852,,,
Entire home/apt,2,1,strict,1,f,100,0,2,5.347107531,,,
Shared room,2,1,moderate,1,f,96,1,1,3.688879454,,,
Private room,2,1,strict,0,f,98,1,1,3.555348061,,,
Entire home/apt,4,1,flexible,1,f,98,1,2,5.164785974,,,
Shared room,1,1,strict,1,f,96,1,1,3.912023005,,,
Entire home/apt,8,2,strict,1,f,100,3,3,6.684611728,,,
Entire home/apt,5,1,strict,1,f,96,3,2,5.521460918,,,
Entire home/apt,3,1,strict,1,f,98,1,2,4.317488114,,,
Entire home/apt,4,1,flexible,0,f,100,1,2,4.49980967,,,
Entire home/apt,2,1,strict,1,f,98,0,1,4.584967479,,,
Entire home/apt,4,1,strict,1,t,100,1,1,4.59511985,,,
Shared room,2,1,moderate,1,f,99,1,2,4.007333185,,,
Entire home/apt,3,0.5,strict,1,t,95,1,1,5.135798437,,,
Entire home/apt,12,2,strict,1,t,88,4,8,6.011267174,,,
Private room,1,0,moderate,0,f,94,1,1,3.401197382,,,
Entire home/apt,2,1,strict,1,f,96,1,1,4.744932128,,,
Entire home/apt,10,3.5,strict,1,f,95,3,4,6.204557763,,,
Private room,2,1,flexible,1,t,100,1,1,5.480638923,,,
Entire home/apt,4,2,moderate,1,f,96,2,3,5.521460918,,,
Entire home/apt,2,1,flexible,0,t,87,0,1,5.634789603,,,
Entire home/apt,2,1,flexible,0,t,93,0,1,4.369447852,,,
Entire home/apt,4,1,flexible,1,t,97,1,1,4.787491743,,,
Private room,2,1,strict,1,t,92,1,1,5.135798437,,,
Entire home/apt,8,1,moderate,1,t,98,2,5,4.442651256,,,
Entire home/apt,2,1,flexible,0,t,96,0,2,4.382026635,,,
Entire home/apt,2,1,moderate,1,f,96,0,1,5.298317367,,,
Entire home/apt,3,1,strict,1,f,100,1,2,4.584967479,,,
Private room,2,1.5,strict,1,f,100,1,1,4.369447852,,,
Entire home/apt,4,1,strict,1,t,100,1,2,4.094344562,,,
Private room,3,1,moderate,1,f,93,1,2,4.700480366,,,
Entire home/apt,2,1,flexible,0,t,99,0,1,5.164785974,,,
Entire home/apt,4,1,strict,1,t,95,2,2,5.351858133,,,
Entire home/apt,5,2,moderate,0,t,100,3,3,6.214608098,,,
Entire home/apt,5,1,strict,1,t,96,2,2,4.615120517,,,
Entire home/apt,2,1,strict,0,t,100,0,1,5.010635294,,,
Private room,1,1,flexible,1,f,96,1,1,5.416100402,,,
Entire home/apt,5,2,strict,1,t,96,3,3,5.579729826,,,
Entire home/apt,4,1,strict,0,f,96,1,2,4.718498871,,,
Entire home/apt,4,1,strict,0,t,94,1,2,6.184148891,,,
Private room,2,0.5,flexible,1,t,96,1,1,4.65396035,,,
Private room,4,2,moderate,1,t,96,1,2,4.369447852,,,
Shared room,1,1,strict,1,f,96,1,1,3.583518938,,,
Private room,6,1,flexible,0,f,97,1,1,4.59511985,,,
Entire home/apt,5,1,strict,1,t,92,2,2,5.598421959,,,
Entire home/apt,5,1,strict,1,f,96,2,2,5.880532986,,,
Entire home/apt,8,3.5,strict,1,f,92,4,4,6.745236349,,,
Entire home/apt,2,1,flexible,0,f,96,1,1,5.991464547,,,
Private room,1,1,strict,1,f,100,1,1,5.700443573,,,
Entire home/apt,3,1.5,flexible,0,f,96,3,2,4.828313737,,,
Private room,2,1,strict,0,f,93,1,2,4.442651256,,,
Entire home/apt,3,1,moderate,1,t,97,0,2,4.859812404,,,
Private room,2,1,strict,0,t,100,1,1,4.077537444,,,
Private room,2,1,strict,0,f,97,1,1,4.672828834,,,
Entire home/apt,5,1.5,moderate,1,f,97,3,3,5.783825182,,,
Entire home/apt,5,1,strict,1,f,96,2,2,7.313220387,,,
Entire home/apt,2,1,strict,1,f,95,1,1,4.49980967,,,
Entire home/apt,5,1,moderate,1,f,97,2,3,5.298317367,,,
Private room,2,1,strict,1,f,95,1,1,3.871201011,,,
Entire home/apt,3,1,flexible,1,f,100,1,2,4.317488114,,,
Entire home/apt,6,1,flexible,1,f,96,2,3,5.293304825,,,
Private room,2,1,flexible,1,f,99,1,1,4.077537444,,,
Shared room,2,1,flexible,0,t,85,1,1,4.094344562,,,
Entire home/apt,10,1.5,moderate,0,f,96,3,3,6.907755279,,,
Private room,5,1,strict,1,t,93,1,1,3.912023005,,,
Entire home/apt,4,1,strict,1,f,97,1,2,5.517452896,,,
Entire home/apt,3,1,moderate,0,t,97,1,2,5.272999559,,,
Entire home/apt,3,1,strict,1,t,92,1,1,5.347107531,,,
Entire home/apt,6,1,strict,1,f,90,2,3,5.159055299,,,
Entire home/apt,2,1,flexible,1,f,80,1,2,4.905274778,,,
Entire home/apt,5,1,flexible,0,f,100,2,2,4.941642423,,,
Entire home/apt,3,1,moderate,1,f,96,1,2,5.739792912,,,
Entire home/apt,6,2.5,flexible,1,t,100,4,4,5.298317367,,,
Private room,2,1,flexible,0,f,95,1,1,4.33073334,,,
Private room,1,1.5,flexible,1,t,96,1,1,3.970291914,,,
Entire home/apt,2,1,flexible,1,t,93,1,2,4.605170186,,,
Private room,1,1,moderate,1,t,92,1,1,4.17438727,,,
Entire home/apt,6,1,strict,1,f,90,2,2,5.521460918,,,
Entire home/apt,6,1,strict,1,t,100,1,3,4.859812404,,,
Entire home/apt,5,2,strict,1,t,96,2,5,5.293304825,,,
Entire home/apt,2,1,strict,1,f,98,1,1,5.541263545,,,
Private room,2,1,strict,1,t,100,1,1,3.828641396,,,
Private room,6,1,strict,1,t,95,1,3,3.891820298,,,
Private room,3,1,moderate,1,t,100,1,2,4.248495242,,,
Private room,2,1,strict,1,f,96,1,1,4.060443011,,,
Entire home/apt,6,2,strict,1,t,98,3,4,5.616771098,,,
Private room,4,1,moderate,1,f,89,1,2,4.369447852,,,
Private room,1,1,strict,1,f,81,1,1,4.343805422,,,
Entire home/apt,6,1,strict,1,f,94,2,3,5.192956851,,,
Private room,2,1,flexible,1,t,80,0,1,4.382026635,,,
Shared room,1,1,flexible,1,f,98,1,1,3.610917913,,,
Entire home/apt,6,1,strict,1,f,78,2,3,5.616771098,,,
Entire home/apt,2,1,moderate,0,f,100,2,2,5.214935758,,,
Private room,2,1,strict,1,f,96,1,1,4.691347882,,,
Private room,1,1,strict,0,t,100,1,1,4.49980967,,,
Entire home/apt,4,1.5,flexible,0,f,96,2,3,5.703782475,,,
Entire home/apt,2,1,flexible,0,f,90,1,1,4.369447852,,,
Entire home/apt,4,1,strict,1,f,94,1,2,5.105945474,,,
Private room,1,1,flexible,1,f,96,1,1,4.290459441,,,
Entire home/apt,4,1,strict,1,f,93,2,2,5.164785974,,,
Private room,1,1,moderate,1,t,89,1,1,3.912023005,,,
Entire home/apt,12,3,strict,1,t,91,5,9,5.513428746,,,
Private room,1,1,strict,1,t,92,1,1,4.17438727,,,
Entire home/apt,2,1,strict,0,t,98,1,1,5.010635294,,,
Private room,4,1,moderate,0,t,98,1,3,4.234106505,,,
Entire home/apt,6,2.5,strict,1,f,97,2,3,5.075173815,,,
Entire home/apt,2,1,strict,1,t,87,1,1,4.127134385,,,
Entire home/apt,4,2,moderate,1,f,100,2,3,5.686975356,,,
Entire home/apt,6,1,strict,1,f,93,3,3,5.075173815,,,
Entire home/apt,3,1,moderate,1,t,80,1,1,4.65396035,,,
Entire home/apt,2,1,strict,1,t,91,1,1,5.075173815,,,
Entire home/apt,12,2,strict,1,t,100,4,5,6.907755279,,,
Entire home/apt,8,2,flexible,1,f,96,2,6,5.293304825,,,
Entire home/apt,2,1,strict,1,f,97,0,1,5.075173815,,,
Entire home/apt,3,1,strict,1,f,83,1,1,5.38907173,,,
Private room,3,1,strict,1,t,100,1,2,4.59511985,,,
Entire home/apt,3,1,flexible,1,f,96,0,2,4.553876892,,,
Private room,2,1,moderate,0,f,85,1,1,4.382026635,,,
Entire home/apt,3,1,flexible,1,f,96,0,2,5.192956851,,,
Entire home/apt,4,1,moderate,1,f,100,2,2,5.323009979,,,
Private room,2,1,strict,0,f,97,1,1,4.430816799,,,
Entire home/apt,4,1,strict,0,f,96,1,2,5.416100402,,,
Private room,1,1,flexible,1,t,100,1,1,3.970291914,,,
Private room,1,1,strict,0,f,96,1,1,3.951243719,,,
Entire home/apt,4,1,moderate,1,f,94,2,2,5.365976015,,,
Entire home/apt,6,2,moderate,1,f,90,3,2,5.988961417,,,
Private room,1,1,flexible,0,f,80,1,1,4.605170186,,,
Private room,2,2,moderate,1,f,93,1,1,4.543294782,,,
Entire home/apt,6,2,moderate,1,f,97,3,3,6.086774727,,,
Entire home/apt,3,1,strict,1,t,88,0,1,4.382026635,,,
Entire home/apt,4,1,strict,0,t,96,1,2,4.442651256,,,
Shared room,1,1,flexible,1,t,60,1,1,3.135494216,,,
Entire home/apt,3,2,moderate,1,f,95,2,2,4.744932128,,,
Private room,2,1,strict,1,f,95,1,1,4.521788577,,,
Private room,2,1,moderate,0,f,97,1,1,4.787491743,,,
Entire home/apt,2,1,strict,1,f,97,0,1,4.290459441,,,
Private room,1,1,moderate,1,t,90,1,1,3.80666249,,,
Private room,4,1,strict,1,t,100,1,1,4.369447852,,,
Entire home/apt,6,2,strict,1,f,100,3,4,5.634789603,,,
Shared room,2,4,strict,0,t,96,1,1,4.248495242,,,
Entire home/apt,5,2.5,strict,1,f,100,3,3,5.700443573,,,
Private room,4,1,strict,1,f,95,1,2,5.298317367,,,
Entire home/apt,3,1,flexible,0,t,96,0,2,4.86753445,,,
Entire home/apt,8,3,strict,1,f,94,3,3,6.204557763,,,
Entire home/apt,3,1,strict,0,f,100,1,2,4.828313737,,,
Private room,2,1,flexible,0,t,91,3,1,3.891820298,,,
Entire home/apt,4,1,strict,1,f,100,0,2,4.976733742,,,
Private room,2,1,strict,1,t,97,1,1,4.553876892,,,
Entire home/apt,2,1,strict,1,f,86,1,1,4.382026635,,,
Private room,4,1,strict,1,f,97,1,2,4.584967479,,,
Private room,2,1.5,strict,1,t,91,1,1,4.094344562,,,
Entire home/apt,4,1,moderate,1,f,90,1,2,5.298317367,,,
Private room,1,1,strict,1,f,92,1,1,4.382026635,,,
Private room,2,1,strict,1,f,94,1,1,4.532599493,,,
Private room,2,2,flexible,1,t,100,1,1,4.787491743,,,
Private room,2,1,flexible,1,f,96,2,1,4.369447852,,,
Entire home/apt,2,1,moderate,1,t,95,1,1,4.094344562,,,
Entire home/apt,5,2,moderate,1,f,96,2,2,5.241747015,,,
Private room,2,1,strict,1,t,96,1,1,3.912023005,,,
Private room,2,1,moderate,1,t,96,1,1,3.850147602,,,
Entire home/apt,5,1,strict,1,f,97,2,2,5.043425117,,,
Entire home/apt,7,2,strict,1,t,96,3,5,5.59471138,,,
Private room,4,1,strict,1,f,93,1,2,4.382026635,,,
Shared room,2,1,strict,0,f,91,1,1,4.127134385,,,
Entire home/apt,7,2,strict,1,t,99,4,5,6.396929655,,,
Entire home/apt,8,1,strict,1,f,98,3,6,4.934473933,,,
Private room,3,1.5,flexible,1,t,96,2,2,4.605170186,,,
Entire home/apt,6,1,strict,1,f,95,1,3,4.744932128,,,
Entire home/apt,3,1,strict,1,f,96,1,1,5.220355825,,,
Entire home/apt,4,1,strict,1,f,92,2,3,4.905274778,,,
Shared room,8,1,strict,1,t,85,1,5,4.060443011,,,
Entire home/apt,4,1,strict,1,f,93,2,3,4.905274778,,,
Private room,2,2,flexible,0,f,100,1,1,4.17438727,,,
Private room,1,1,moderate,0,f,96,1,1,4.043051268,,,
Private room,1,1,flexible,1,t,97,1,1,4.48863637,,,
Entire home/apt,2,1,moderate,1,t,96,0,1,3.970291914,,,
Entire home/apt,4,1,flexible,1,f,100,2,2,5.003946306,,,
Entire home/apt,2,1,moderate,0,t,100,0,1,5.298317367,,,
Entire home/apt,2,1,strict,1,f,96,1,1,4.983606622,,,
Entire home/apt,4,1.5,strict,1,f,91,2,2,5.298317367,,,
Entire home/apt,8,1.5,strict,1,f,95,3,5,6.214608098,,,
Entire home/apt,3,1,moderate,1,f,93,1,2,5.087596335,,,
Entire home/apt,4,1,strict,1,t,87,1,2,5.164785974,,,
Private room,2,2,strict,1,t,93,1,1,4.219507705,,,
Entire home/apt,5,2,moderate,0,t,100,3,3,5.521460918,,,
Entire home/apt,8,2,strict,1,f,71,3,3,5.700443573,,,
Private room,3,1,moderate,1,t,80,1,2,4.700480366,,,
Private room,2,2,moderate,1,t,96,1,1,3.713572067,,,
Private room,3,1,flexible,0,f,96,0,1,5.521460918,,,
Entire home/apt,6,1,strict,1,t,95,1,3,4.442651256,,,
Private room,2,1,strict,0,f,96,1,1,4.8978398,,,
Private room,2,1,moderate,1,f,92,1,1,4.65396035,,,
Entire home/apt,8,2.5,moderate,1,f,89,3,3,5.669880923,,,
Private room,2,1,moderate,1,f,99,1,1,3.891820298,,,
Private room,1,1,flexible,0,t,98,1,1,4.17438727,,,
Private room,2,1.5,moderate,1,f,100,1,1,4.248495242,,,
Entire home/apt,3,1,strict,1,f,94,1,1,4.48863637,,,
Private room,2,1.5,moderate,0,f,93,1,1,3.912023005,,,
Entire home/apt,4,1,strict,1,t,96,1,2,4.779123493,,,
Entire home/apt,3,1,moderate,1,f,100,2,2,5.33753808,,,
Entire home/apt,4,1,flexible,0,f,100,1,1,4.382026635,,,
Entire home/apt,6,1,strict,1,f,93,3,3,6.214608098,,,
Entire home/apt,8,3,strict,1,f,96,3,4,6.887552572,,,
Private room,4,1,strict,1,f,93,1,2,4.094344562,,,
Entire home/apt,4,1,moderate,1,t,96,2,2,5.521460918,,,
Entire home/apt,4,1.5,strict,1,f,100,2,2,5.857933154,,,
Entire home/apt,11,2.5,strict,1,t,92,3,6,5.075173815,,,
Entire home/apt,6,1,moderate,1,f,98,2,3,5.135798437,,,
Private room,2,1,moderate,0,f,95,1,1,4.382026635,,,
Entire home/apt,6,1,moderate,1,t,91,2,3,5.164785974,,,
Entire home/apt,4,1,flexible,0,f,100,1,1,4.290459441,,,
Entire home/apt,6,2,moderate,1,f,100,3,6,5.579729826,,,
Entire home/apt,4,1,moderate,1,f,92,1,2,4.828313737,,,
Entire home/apt,6,3,strict,1,f,97,3,4,5.926926026,,,
Private room,3,1,flexible,1,f,98,1,1,4.077537444,,,
Entire home/apt,6,1,strict,1,f,83,2,2,5.075173815,,,
Private room,1,1,moderate,0,f,97,1,1,4.828313737,,,
Entire home/apt,3,1,moderate,1,f,92,0,3,5.010635294,,,
Private room,2,1.5,flexible,1,f,80,1,1,4.094344562,,,
Entire home/apt,4,1.5,flexible,1,f,96,1,2,5.991464547,,,
Entire home/apt,5,1,strict,1,f,100,2,2,5.272999559,,,
Entire home/apt,4,1,flexible,1,f,96,1,1,4.836281907,,,
Private room,2,1.5,flexible,0,f,91,1,1,4.605170186,,,
Entire home/apt,7,2,flexible,1,t,100,2,5,5.030437921,,,
Private room,2,1,moderate,0,f,83,1,1,3.80666249,,,
Entire home/apt,3,1,strict,0,f,93,0,1,5.099866428,,,
Entire home/apt,4,1.5,strict,1,f,100,2,4,5.81711116,,,
Entire home/apt,8,1,moderate,1,t,100,3,3,5.298317367,,,
Shared room,2,1,flexible,1,f,84,1,1,4.043051268,,,
Private room,3,1,strict,1,f,90,1,2,4.382026635,,,
Entire home/apt,4,2.5,flexible,1,f,100,4,2,5.978885765,,,
Entire home/apt,6,1,moderate,1,t,93,3,3,5.831882477,,,
Entire home/apt,2,1.5,flexible,1,f,100,1,1,5.010635294,,,
Private room,1,1,strict,1,f,89,1,1,3.80666249,,,
Private room,4,1,moderate,1,f,93,1,3,4.317488114,,,
Entire home/apt,3,1,moderate,0,f,96,1,1,5.703782475,,,
Entire home/apt,3,2,moderate,1,f,96,1,1,4.682131227,,,
Entire home/apt,4,2,moderate,1,f,100,1,2,5.988961417,,,
Private room,2,1,moderate,1,f,87,1,1,4.007333185,,,
Entire home/apt,4,1,strict,1,f,99,2,2,4.890349128,,,
Entire home/apt,3,1,flexible,0,f,89,0,2,4.605170186,,,
Entire home/apt,4,1,flexible,1,t,100,2,3,4.828313737,,,
Private room,6,1,moderate,1,f,96,2,2,5.298317367,,,
Entire home/apt,2,1,moderate,0,t,97,1,1,5.075173815,,,
Private room,1,1,flexible,1,f,98,1,1,4.442651256,,,
Entire home/apt,2,1,strict,1,t,99,1,1,5.560681631,,,
Entire home/apt,2,1,strict,1,f,88,1,1,4.553876892,,,
Private room,2,1,moderate,1,f,96,1,1,5.129898715,,,
Entire home/apt,4,1.5,flexible,1,t,100,2,2,5.616771098,,,
Entire home/apt,3,1,flexible,1,f,100,2,1,5.135798437,,,
Entire home/apt,3,1,strict,1,f,100,1,1,5.771441123,,,
Entire home/apt,4,1,strict,1,f,98,2,2,4.828313737,,,
Entire home/apt,4,2,moderate,1,f,96,2,2,5.416100402,,,
Private room,2,1,moderate,1,f,93,1,1,5.991464547,,,
Entire home/apt,6,1,flexible,1,f,94,3,5,4.882801923,,,
Entire home/apt,10,3,strict,1,f,96,3,4,6.683360946,,,
Entire home/apt,2,1,flexible,0,f,70,1,1,4.248495242,,,
Entire home/apt,4,1,strict,0,f,100,2,2,5.703782475,,,
